name,days
NYSE,20180101 20180115 20180219 20180330 20180528 20180704 20180903 20181122 20181205 20181225 20190101 20190121 20190218 20190419 20190527 20190704 20190902 20191128 20191225 20200101 20200120 20200217 20200410 20200525 20200703 20200907 20201126 20201225 20210101 20210118 20210215 20210402 20210531 20210705 20210906 20211125 20211224 20220117 20220221 20220415 20220530 20220620 20220704 20220905 20221124 20221226 20230102 20230116 20230220 20230407 20230529 20230619 20230704 20230904 20231123 20231225 20240101 20240115 20240219 20240329 20240527 20240619 20240704 20240902 20241128 20241225 20250101 20250120 20250217 20250418 20250526 20250619 20250901 20251127 20251225
# 20181205 NYSE closed for morning George H Bush
# 20220101 was Saturday, therefore, not in the list
# https://www.nyse.com/markets/hours-calendars
